gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,tenure_bin,avg_monthly_spend,monthly_ratio,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,1,1,47,1,0,1,0,1,0,0,1,0,90.05,4137.2,3,86.19166666666666,1.8760416666666666,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,79.25,79.25,0,39.625,39.625,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.9,44.9,0,22.45,22.45,True,False,False,True,False,False,True,False,False,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.4,19.4,0,9.7,9.7,False,False,True,True,False,False,False,True,False,False,0
1,1,1,1,59,1,1,0,0,1,0,0,1,1,88.75,5348.65,4,89.14416666666666,1.4791666666666667,False,True,False,True,False,False,False,True,False,False,0
0,0,1,0,10,1,0,0,0,0,0,0,0,1,70.1,659.65,0,59.96818181818182,6.372727272727272,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,35,1,1,1,0,0,0,0,1,0,91.0,3180.5,2,88.34722222222223,2.5277777777777777,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0,4,0,0,0,0,1,0,0,0,1,29.65,118.5,0,23.7,5.93,True,False,False,True,False,False,False,False,True,False,1
0,0,1,1,32,1,0,1,1,0,0,0,1,1,90.8,3023.85,2,91.63181818181818,2.7515151515151515,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,43,1,1,0,1,0,0,0,0,1,77.85,3365.85,2,76.49659090909091,1.7693181818181818,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,4,1,0,0,0,0,0,0,1,0,54.3,195.3,0,39.06,10.86,True,False,False,True,False,False,False,False,True,False,1
1,1,1,0,54,1,0,0,0,0,0,0,0,1,18.95,1031.1,3,18.747272727272726,0.34454545454545454,False,False,True,False,False,True,False,False,False,True,0
1,1,0,0,11,1,1,0,0,0,0,1,1,1,95.15,997.65,0,83.1375,7.929166666666667,False,True,False,True,False,False,True,False,False,False,1
1,1,0,0,66,1,1,1,0,0,0,1,1,1,102.4,6471.85,4,96.594776119403,1.528358208955224,False,True,False,False,False,True,True,False,False,False,0
0,0,1,1,61,1,1,0,0,1,0,1,1,1,99.9,6241.35,4,100.66693548387097,1.6112903225806452,False,True,False,False,True,False,False,False,True,False,0
0,0,1,1,72,1,1,1,1,1,1,1,1,0,88.7,6501.35,4,89.05958904109589,1.215068493150685,True,False,False,False,False,True,False,True,False,False,0
0,0,1,1,44,0,0,0,0,1,1,1,1,1,54.3,2317.1,3,51.49111111111111,1.2066666666666666,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,41,1,1,0,0,1,0,0,0,1,55.7,2237.55,2,53.275000000000006,1.3261904761904764,True,False,False,True,False,False,True,False,False,False,0
0,0,1,0,50,1,1,1,0,1,0,1,1,1,103.95,5231.3,3,102.57450980392157,2.038235294117647,False,True,False,False,True,False,False,False,True,False,0
0,0,1,0,47,1,1,1,0,1,1,1,1,1,110.85,5275.8,3,109.91250000000001,2.3093749999999997,False,True,False,False,True,False,False,True,False,False,1
0,0,1,1,8,1,0,0,0,0,0,0,0,0,20.15,165.5,0,18.38888888888889,2.238888888888889,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,18,1,0,0,0,0,0,0,0,0,20.05,358.5,1,18.86842105263158,1.055263157894737,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,91.95,6614.9,4,90.61506849315067,1.2595890410958905,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,80.5,80.5,0,40.25,40.25,False,True,False,True,False,False,False,False,True,False,1
1,1,0,0,42,1,1,0,0,1,0,0,0,0,55.65,2421.75,2,56.31976744186046,1.294186046511628,True,False,False,True,False,False,False,False,True,False,0
1,1,0,0,18,1,0,0,1,0,0,0,0,1,74.7,1294.6,1,68.13684210526316,3.931578947368421,False,True,False,True,False,False,False,False,True,False,0
1,0,0,1,13,1,1,0,1,1,0,1,1,1,104.15,1299.1,0,92.79285714285713,7.439285714285715,False,True,False,False,True,False,False,True,False,False,0
1,0,1,1,68,1,1,0,1,0,1,0,0,1,83.65,5733.4,4,83.0927536231884,1.2123188405797103,False,True,False,False,True,False,True,False,False,False,0
0,0,0,0,4,1,1,0,0,0,0,0,0,1,72.2,305.55,0,61.11,14.440000000000001,False,True,False,True,False,False,True,False,False,False,1
0,0,0,0,69,1,1,1,1,1,0,1,1,1,110.05,7430.75,4,106.15357142857142,1.572142857142857,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,17,1,0,0,0,0,1,0,0,0,51.5,900.5,1,50.02777777777778,2.861111111111111,True,False,False,True,False,False,False,False,False,True,1
0,0,1,1,25,1,1,0,0,0,0,0,0,0,25.5,630.6,1,24.253846153846155,0.9807692307692307,False,False,True,False,False,True,False,True,False,False,0
0,1,0,0,43,1,0,0,0,0,0,1,1,1,89.55,3856.75,2,87.6534090909091,2.0352272727272727,False,True,False,True,False,False,False,False,False,True,1
1,0,1,1,59,1,0,0,0,0,0,0,0,0,19.5,1222.65,4,20.3775,0.325,False,False,True,False,False,True,False,True,False,False,0
1,1,0,0,5,1,0,1,1,0,0,0,0,0,80.7,374.8,0,62.46666666666667,13.450000000000001,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,21,1,1,1,1,0,1,1,0,0,77.5,1625.0,1,73.86363636363636,3.522727272727273,True,False,False,False,True,False,False,False,False,True,1
1,0,1,1,69,1,1,1,1,1,1,1,0,1,105.1,7234.8,4,103.35428571428572,1.5014285714285713,False,True,False,False,True,False,False,True,False,False,0
0,0,0,0,13,0,0,0,0,0,0,0,0,1,25.15,331.85,0,23.70357142857143,1.7964285714285713,True,False,False,True,False,False,True,False,False,False,0
0,0,1,0,42,1,1,0,1,1,0,1,0,1,95.25,3959.35,2,92.07790697674419,2.2151162790697674,False,True,False,True,False,False,True,False,False,False,1
0,0,1,0,52,1,1,0,1,0,1,0,1,1,95.65,5088.4,3,96.00754716981132,1.8047169811320756,False,True,False,True,False,False,False,True,False,False,0
0,1,0,0,46,1,0,1,0,0,0,0,1,0,85.0,3969.4,3,84.45531914893617,1.8085106382978724,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,61,1,1,1,1,1,1,0,1,1,80.8,4860.85,4,78.40080645161291,1.303225806451613,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,29,0,0,0,0,0,0,0,0,1,24.85,788.05,2,26.26833333333333,0.8283333333333334,True,False,False,False,True,False,False,False,False,True,0
1,0,0,1,25,1,0,0,1,0,1,0,0,1,54.75,1266.35,1,48.70576923076923,2.105769230769231,True,False,False,False,True,False,False,True,False,False,0
1,0,1,1,5,1,0,0,0,0,1,1,0,1,85.75,470.95,0,78.49166666666666,14.291666666666666,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,15,0,0,0,0,1,0,1,1,0,50.75,688.2,1,43.0125,3.171875,True,False,False,False,True,False,False,False,True,False,0
1,0,1,1,19,1,0,0,0,0,0,0,0,0,20.15,387.7,1,19.384999999999998,1.0074999999999998,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,44,1,0,0,0,0,0,0,0,0,20.05,845.25,3,18.783333333333335,0.4455555555555556,False,False,True,False,False,True,False,False,False,True,0
1,1,0,0,6,1,1,0,1,0,0,1,1,1,98.25,560.6,0,80.08571428571429,14.035714285714286,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,58,1,1,1,1,1,1,0,0,0,71.6,4230.25,4,71.69915254237289,1.2135593220338983,True,False,False,False,False,True,False,True,False,False,0
0,0,1,1,62,1,0,1,1,0,0,0,0,1,81.45,4983.05,4,79.09603174603176,1.292857142857143,False,True,False,False,True,False,False,True,False,False,0
1,0,1,1,70,0,0,0,1,1,1,1,1,1,58.4,4113.15,4,57.93169014084506,0.8225352112676056,True,False,False,False,True,False,True,False,False,False,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,0,12.85,12.85,True,False,False,True,False,False,False,False,False,True,1
0,0,1,1,10,0,0,1,1,1,1,0,1,0,53.7,521.0,0,47.36363636363637,4.881818181818182,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,26,1,0,0,0,0,0,0,0,1,19.6,471.85,1,17.475925925925928,0.725925925925926,False,False,True,False,True,False,True,False,False,False,0
0,0,0,0,66,1,1,0,1,0,0,0,1,0,89.4,5976.9,4,89.20746268656715,1.3343283582089553,False,True,False,True,False,False,False,True,False,False,0
1,0,1,1,7,1,0,0,0,0,0,0,0,1,69.0,506.9,0,63.3625,8.625,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,51,1,1,0,1,0,1,0,0,0,84.2,4299.75,3,82.6875,1.6192307692307693,False,True,False,False,True,False,True,False,False,False,0
0,0,1,1,72,1,1,1,1,1,1,1,0,1,106.1,7548.6,4,103.4054794520548,1.4534246575342464,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,65,1,1,0,0,0,0,0,0,0,25.75,1654.75,4,25.071969696969695,0.39015151515151514,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,46.05,80.35,0,26.78333333333333,15.35,True,False,False,True,False,False,True,False,False,False,1
0,0,0,1,70,1,1,1,1,0,1,0,0,0,64.95,4551.5,4,64.1056338028169,0.9147887323943662,True,False,False,False,True,False,True,False,False,False,0
0,0,1,0,72,1,1,0,1,1,1,1,1,1,85.45,6227.5,4,85.3082191780822,1.1705479452054794,True,False,False,False,False,True,False,True,False,False,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,10.025,10.025,False,False,True,True,False,False,False,False,False,True,0
1,1,1,0,1,1,0,0,1,0,0,0,0,1,76.4,76.4,0,38.2,38.2,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,5,1,1,0,0,1,0,1,1,1,100.5,514.0,0,85.66666666666667,16.75,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,20.7,57.5,0,14.375,5.175,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,58,1,1,0,0,0,0,0,0,1,25.3,1474.35,4,24.988983050847455,0.4288135593220339,False,False,True,False,False,True,False,True,False,False,0
0,1,1,1,22,0,0,1,0,0,0,0,1,0,40.05,880.2,1,38.2695652173913,1.7413043478260868,True,False,False,True,False,False,False,False,False,True,1
0,1,1,0,33,1,1,0,1,0,0,1,1,1,100.6,3270.25,2,96.18382352941177,2.9588235294117644,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,69.95,69.95,0,34.975,34.975,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,54,1,1,0,0,0,0,0,0,0,74.0,3919.15,3,71.25727272727273,1.3454545454545455,False,True,False,True,False,False,True,False,False,False,0
0,0,1,0,72,1,1,0,1,0,0,1,1,1,99.4,7285.7,4,99.80410958904109,1.3616438356164384,False,True,False,False,False,True,False,False,True,False,0
0,0,0,1,1,1,1,0,0,0,0,1,1,1,93.3,93.3,0,46.65,46.65,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,3,1,0,0,0,1,0,0,0,1,49.15,169.05,0,42.2625,12.2875,True,False,False,True,False,False,False,False,True,False,1
1,0,1,1,72,1,1,1,1,1,1,0,1,0,107.45,7658.3,4,104.90821917808219,1.4719178082191782,False,True,False,False,False,True,False,True,False,False,0
1,0,1,1,72,1,1,1,1,1,0,1,1,1,83.6,5959.3,4,81.63424657534247,1.1452054794520548,True,False,False,False,False,True,False,True,False,False,0
0,1,1,0,54,1,1,0,0,1,0,1,1,1,99.05,5295.7,3,96.28545454545454,1.8009090909090908,False,True,False,True,False,False,False,True,False,False,0
1,0,1,0,59,1,1,0,1,0,1,1,1,1,80.1,4693.2,4,78.22,1.335,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,54,1,0,1,1,0,0,1,0,1,65.3,3512.9,3,63.870909090909095,1.1872727272727273,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,60,1,1,0,0,1,0,1,0,1,89.55,5231.2,4,85.75737704918032,1.4680327868852459,False,True,False,False,False,True,False,False,True,False,0
1,0,1,0,60,0,0,0,1,1,1,1,1,0,60.8,3603.45,4,59.07295081967213,0.9967213114754098,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,3,1,1,0,0,0,0,0,0,0,74.5,217.45,0,54.3625,18.625,False,True,False,True,False,False,False,False,True,False,0
1,0,1,0,69,1,1,1,0,0,0,1,1,0,99.15,6875.35,4,98.21928571428572,1.4164285714285716,False,True,False,False,False,True,True,False,False,False,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.25,19.25,0,9.625,9.625,False,False,True,True,False,False,False,False,True,False,0
0,0,1,1,50,0,0,1,0,0,0,1,0,1,39.45,2021.35,3,39.634313725490195,0.7735294117647059,True,False,False,True,False,False,False,True,False,False,0
1,0,0,0,56,0,0,0,0,0,0,1,1,1,44.85,2564.95,3,44.99912280701754,0.7868421052631579,True,False,False,True,False,False,False,True,False,False,0
1,0,1,0,60,1,0,1,0,0,1,1,1,1,97.2,5611.75,4,91.99590163934427,1.5934426229508196,False,True,False,False,False,True,False,False,True,False,0
0,1,1,0,69,1,1,1,0,1,1,1,1,1,110.55,7610.1,4,108.71571428571428,1.5792857142857142,False,True,False,False,True,False,False,False,False,True,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,35.05,35.05,0,17.525,17.525,True,False,False,True,False,False,False,False,False,True,1
1,1,0,0,1,1,0,0,1,0,0,0,0,1,73.0,73.0,0,36.5,36.5,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,3,1,0,0,0,0,0,0,0,1,19.9,45.75,0,11.4375,4.975,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,60,1,0,0,1,0,1,1,1,0,76.95,4543.95,4,74.49098360655738,1.2614754098360657,True,False,False,False,False,True,True,False,False,False,0
1,0,0,0,13,0,0,0,0,1,1,0,0,0,35.4,450.4,0,32.17142857142857,2.5285714285714285,True,False,False,False,False,True,False,False,False,True,0
0,0,1,1,62,1,0,0,0,0,0,0,0,0,20.45,1297.35,4,20.59285714285714,0.3246031746031746,False,False,True,False,False,True,True,False,False,False,0
1,0,0,0,45,1,1,1,1,0,0,0,1,0,96.75,4442.75,3,96.58152173913044,2.1032608695652173,False,True,False,False,True,False,True,False,False,False,0
1,0,0,0,25,0,0,0,0,1,1,1,1,0,54.2,1423.15,1,54.736538461538466,2.0846153846153848,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,44,1,0,0,0,1,1,1,1,0,100.1,4378.35,3,97.29666666666668,2.2244444444444444,False,True,False,False,False,True,True,False,False,False,0
1,0,0,0,2,1,0,0,0,0,0,0,0,1,45.25,74.2,0,24.733333333333334,15.083333333333334,True,False,False,True,False,False,False,False,False,True,0
0,1,0,0,33,1,1,0,1,1,0,0,0,1,83.85,2716.3,2,79.89117647058823,2.466176470588235,False,True,False,True,False,False,False,True,False,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.1,70.1,0,35.05,35.05,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,22,1,0,0,0,0,0,0,0,0,20.85,450.65,1,19.593478260869563,0.9065217391304349,False,False,True,False,True,False,True,False,False,False,0
1,0,0,0,35,0,0,0,0,1,1,0,0,1,33.45,1175.85,2,32.662499999999994,0.9291666666666667,True,False,False,True,False,False,False,False,False,True,0
1,0,1,1,29,1,0,0,0,0,0,0,0,0,20.2,558.8,2,18.626666666666665,0.6733333333333333,False,False,True,False,False,True,False,False,False,True,0
0,1,1,0,27,1,1,1,0,1,0,0,0,1,85.9,2220.1,1,79.28928571428571,3.067857142857143,False,True,False,False,True,False,False,False,True,False,0
0,0,0,1,54,1,0,0,1,1,1,0,0,1,61.0,3283.05,3,59.691818181818185,1.1090909090909091,True,False,False,False,True,False,False,False,True,False,0
1,1,0,0,2,1,0,0,0,0,0,0,0,1,70.65,142.35,0,47.449999999999996,23.55,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,57,1,1,0,0,0,0,1,0,1,86.9,4939.25,3,85.15948275862068,1.4982758620689656,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,62,1,1,1,1,1,1,0,0,0,69.4,4237.5,4,67.26190476190476,1.1015873015873017,True,False,False,False,False,True,True,False,False,False,0
1,0,1,1,15,1,0,0,0,0,0,0,0,0,20.35,335.95,1,20.996875,1.271875,False,False,True,False,True,False,False,True,False,False,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,33.2,0,11.066666666666668,6.783333333333334,False,False,True,True,False,False,False,False,False,True,1
1,0,1,0,70,1,1,0,0,1,1,1,1,1,104.3,7188.5,4,101.24647887323944,1.4690140845070423,False,True,False,False,False,True,True,False,False,False,0
1,0,1,1,21,1,0,0,0,0,0,0,0,1,44.95,926.25,1,42.10227272727273,2.0431818181818184,True,False,False,True,False,False,False,False,True,False,0
1,0,0,1,23,1,0,0,0,0,1,0,0,1,49.45,1119.35,1,46.63958333333333,2.060416666666667,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,6,1,0,0,0,0,0,0,0,0,20.6,116.6,0,16.657142857142855,2.942857142857143,False,False,True,False,True,False,False,False,False,True,0
0,0,1,1,4,1,0,0,0,0,0,0,0,0,19.55,68.8,0,13.76,3.91,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,3,1,0,1,0,1,0,1,1,1,99.0,287.4,0,71.85,24.75,False,True,False,True,False,False,False,True,False,False,1
1,0,0,0,23,1,1,0,0,0,0,1,1,1,93.5,2341.55,1,97.56458333333335,3.8958333333333335,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,26,0,0,1,0,0,1,1,1,0,54.55,1362.85,1,50.47592592592592,2.02037037037037,True,False,False,False,True,False,False,True,False,False,0
1,0,0,1,8,1,0,0,0,0,0,0,0,0,20.05,163.6,0,18.177777777777777,2.227777777777778,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,26,1,1,0,0,0,0,0,1,1,83.95,2254.2,1,83.48888888888888,3.109259259259259,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,2,1,1,0,1,0,0,0,0,1,79.45,145.15,0,48.38333333333333,26.483333333333334,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,67,1,1,1,1,1,1,1,1,0,116.2,7752.3,4,114.00441176470588,1.7088235294117649,False,True,False,False,False,True,False,True,False,False,1
1,0,1,0,71,1,1,0,0,0,0,1,1,1,93.7,6585.35,4,91.46319444444445,1.301388888888889,False,True,False,False,False,True,True,False,False,False,1
1,0,0,0,59,1,1,1,1,1,1,0,1,0,79.85,4786.1,4,79.76833333333335,1.3308333333333333,True,False,False,False,True,False,False,True,False,False,0
0,0,1,1,39,1,1,0,0,1,0,1,1,0,100.0,3835.55,2,95.88875,2.5,False,True,False,False,True,False,False,False,True,False,0
0,0,0,1,21,1,0,0,0,0,0,0,0,0,19.6,397.0,1,18.045454545454547,0.890909090909091,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.7,19.7,0,9.85,9.85,False,False,True,True,False,False,False,False,False,True,1
1,0,1,1,48,1,0,0,0,0,0,0,0,0,20.2,1027.25,3,20.964285714285715,0.4122448979591837,False,False,True,False,False,True,True,False,False,False,0
1,1,1,0,31,0,0,1,1,1,0,0,1,1,50.4,1580.1,2,49.378125,1.575,True,False,False,False,True,False,False,True,False,False,0
1,0,1,1,64,1,1,1,1,1,1,1,1,0,113.35,7222.75,4,111.11923076923077,1.7438461538461538,False,True,False,False,True,False,False,False,True,False,0
0,0,1,1,46,1,1,0,1,0,0,0,0,1,80.0,3769.7,3,80.2063829787234,1.702127659574468,False,True,False,True,False,False,True,False,False,False,0
1,0,0,0,52,1,1,0,0,1,1,1,1,1,80.95,4233.95,3,79.88584905660377,1.5273584905660378,True,False,False,False,False,True,True,False,False,False,0
1,0,1,1,67,1,1,0,0,0,0,0,0,1,24.9,1680.25,4,24.709558823529413,0.36617647058823527,False,False,True,False,False,True,False,False,False,True,0
1,1,0,0,67,1,1,0,1,0,0,0,0,0,54.9,3725.5,4,54.786764705882355,0.8073529411764706,True,False,False,True,False,False,False,False,True,False,0
1,0,0,0,5,1,1,0,0,0,0,0,0,0,75.55,413.65,0,68.94166666666666,12.591666666666667,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,71,1,1,0,1,1,1,1,1,0,109.25,7707.7,4,107.05138888888888,1.5173611111111112,False,True,False,False,False,True,False,False,True,False,0
1,0,0,0,9,1,0,0,0,0,0,1,0,1,77.65,714.15,0,71.41499999999999,7.765000000000001,False,True,False,True,False,False,True,False,False,False,1
1,1,0,0,26,1,1,1,1,0,0,0,1,1,95.0,2497.2,1,92.48888888888888,3.5185185185185186,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,71,1,1,1,1,1,1,1,1,1,116.3,8309.55,4,115.41041666666666,1.6152777777777778,False,True,False,False,True,False,True,False,False,False,0
1,0,0,0,32,1,0,0,0,0,0,0,0,0,19.9,601.55,2,18.228787878787877,0.603030303030303,False,False,True,True,False,False,True,False,False,False,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,70.35,139.25,0,46.416666666666664,23.45,False,True,False,True,False,False,False,False,True,False,0
1,0,1,0,71,1,1,0,0,0,0,0,0,0,25.6,1888.25,4,26.225694444444443,0.35555555555555557,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,60,0,0,1,0,1,0,0,1,1,44.45,2773.9,4,45.47377049180328,0.728688524590164,True,False,False,False,True,False,False,False,True,False,0
1,1,0,0,55,1,1,0,0,1,0,1,1,1,100.15,5409.75,3,96.60267857142857,1.7883928571428573,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,54,1,0,1,1,0,1,1,1,1,105.4,5643.4,3,102.60727272727271,1.9163636363636365,False,True,False,False,True,False,False,True,False,False,1
0,0,0,0,2,1,0,0,0,1,0,1,1,1,95.85,197.7,0,65.89999999999999,31.95,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,6,1,1,0,0,0,0,0,0,1,73.85,401.3,0,57.32857142857143,10.549999999999999,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,48,1,0,1,1,1,0,0,1,1,70.1,3238.4,3,66.08979591836734,1.430612244897959,True,False,False,False,False,True,False,True,False,False,0
0,0,1,1,63,1,1,0,0,0,0,0,0,0,25.25,1573.05,4,24.57890625,0.39453125,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,1,1,1,0,1,0,0,0,0,1,79.15,79.15,0,39.575,39.575,False,True,False,True,False,False,False,False,True,False,1
0,0,0,1,12,1,0,0,0,0,0,0,0,0,21.05,235.8,0,18.138461538461538,1.6192307692307693,False,False,True,True,False,False,False,True,False,False,0
0,1,1,0,54,0,0,0,0,0,0,0,0,1,24.95,1364.75,3,24.813636363636363,0.4536363636363636,True,False,False,True,False,False,True,False,False,False,0
1,0,1,1,30,1,0,0,0,1,1,1,0,1,64.5,1985.15,2,64.03709677419356,2.0806451612903225,True,False,False,False,True,False,False,False,True,False,0
1,0,1,0,30,1,0,0,0,0,0,0,0,0,19.65,655.85,2,21.156451612903226,0.6338709677419354,False,False,True,True,False,False,True,False,False,False,1
1,0,0,0,4,1,0,0,0,0,0,1,0,1,79.0,303.15,0,60.629999999999995,15.8,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,40,1,1,0,0,1,1,1,1,1,105.95,4335.2,2,105.73658536585366,2.5841463414634145,False,True,False,False,True,False,False,True,False,False,0
1,0,1,1,9,1,0,0,0,0,1,0,0,1,75.85,647.5,0,64.75,7.584999999999999,False,True,False,True,False,False,False,False,True,False,0
1,0,1,1,17,1,0,1,0,0,1,1,0,0,91.85,1574.45,1,87.46944444444445,5.102777777777778,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,62,0,0,0,1,1,0,0,1,1,43.6,2748.7,4,43.630158730158726,0.692063492063492,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,28,1,0,0,1,0,1,1,0,1,91.25,2483.65,1,85.64310344827587,3.146551724137931,False,True,False,False,True,False,True,False,False,False,0
1,0,0,0,70,1,1,1,1,1,1,1,1,0,89.75,6367.2,4,89.67887323943661,1.2640845070422535,True,False,False,False,False,True,False,True,False,False,0
1,0,0,0,46,1,0,0,1,1,1,1,1,1,104.4,4904.2,3,104.34468085106383,2.221276595744681,False,True,False,False,False,True,True,False,False,False,0
1,0,1,0,23,1,1,0,0,1,0,0,1,0,90.15,2044.95,1,85.20625,3.75625,False,True,False,True,False,False,False,False,False,True,0
0,0,1,1,47,0,0,1,0,1,1,0,0,0,40.3,1794.8,3,37.391666666666666,0.8395833333333332,True,False,False,False,True,False,False,False,True,False,0
0,0,1,1,68,1,0,1,1,1,0,1,1,1,105.25,7173.15,4,103.9586956521739,1.5253623188405796,False,True,False,False,False,True,True,False,False,False,0
1,1,0,0,60,1,1,0,0,1,1,1,1,1,106.0,6441.4,4,105.5967213114754,1.7377049180327868,False,True,False,False,True,False,False,False,True,False,1
1,0,0,1,67,1,1,0,1,0,1,1,1,1,104.0,7039.05,4,103.51544117647059,1.5294117647058822,False,True,False,False,False,True,False,False,True,False,0
1,0,0,0,14,1,0,0,0,0,1,1,1,1,69.65,921.4,0,61.42666666666666,4.6433333333333335,True,False,False,True,False,False,False,False,True,False,0
0,0,1,1,57,1,1,0,0,0,0,0,0,1,74.3,4018.35,3,69.28189655172413,1.2810344827586206,False,True,False,True,False,False,False,False,True,False,0
1,0,1,1,55,1,1,1,0,0,0,1,1,0,100.9,5448.6,3,97.29642857142858,1.8017857142857143,False,True,False,False,True,False,False,False,False,True,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0,10.125,10.125,False,False,True,True,False,False,False,False,False,True,0
0,0,0,1,1,1,0,0,0,0,1,0,0,1,49.9,49.9,0,24.95,24.95,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,23,1,1,0,0,1,1,1,0,1,96.9,2085.45,1,86.89375,4.0375000000000005,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,13,1,1,1,0,0,0,1,1,1,100.35,1358.85,0,97.06071428571428,7.167857142857143,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,47,1,1,0,1,1,0,1,1,1,104.1,5135.15,3,106.98229166666665,2.1687499999999997,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,38,1,0,0,0,0,0,0,0,0,20.1,730.1,2,18.72051282051282,0.5153846153846154,False,False,True,False,True,False,False,False,False,True,0
1,1,1,0,38,1,1,0,0,0,0,0,0,1,74.95,2869.85,2,73.58589743589744,1.9217948717948719,False,True,False,True,False,False,True,False,False,False,1
1,1,0,0,2,1,1,0,1,0,0,0,0,1,56.55,118.25,0,39.416666666666664,18.849999999999998,True,False,False,True,False,False,False,True,False,False,0
0,1,1,1,1,1,0,0,0,0,1,0,0,1,49.25,49.25,0,24.625,24.625,True,False,False,True,False,False,False,True,False,False,1
0,0,1,0,15,1,0,0,0,0,0,0,0,1,68.6,1108.6,1,69.2875,4.2875,False,True,False,True,False,False,True,False,False,False,0
1,0,0,0,26,1,0,0,0,0,0,0,0,1,69.05,1815.65,1,67.2462962962963,2.5574074074074074,False,True,False,True,False,False,False,True,False,False,0
